Hours Studies,Attendance,Sleep Hours,Parental Education,Extra Activities,Previous Score,Result (Pass/Fail)
8.4,64,5.7,Undergraduate,No,40,Pass
1.1,55,7.5,Undergraduate,Yes,62,Fail
1.9,61,6.6,Diploma,Yes,80,Fail
6.4,52,5.8,Undergraduate,No,47,Fail
5.8,60,6.6,Undergraduate,No,87,Pass
2.1,65,6.2,Undergraduate,No,84,Fail
7.7,62,8.2,Undergraduate,Yes,82,Pass
0.6,55,8.0,Undergraduate,No,70,Fail
1.4,54,4.6,High School,Yes,40,Fail
9.1,72,9.5,High School,No,70,Pass
9.4,68,4.7,Undergraduate,No,58,Pass
2.9,52,5.3,Undergraduate,No,50,Fail
3.9,91,8.3,Undergraduate,No,81,Pass
5.0,62,8.9,High School,Yes,97,Pass
7.9,50,8.1,Postgraduate,Yes,37,Pass
4.9,99,6.6,Postgraduate,No,40,Pass
5.3,86,5.8,Postgraduate,Yes,54,Pass
4.4,53,5.8,Undergraduate,Yes,66,Fail
2.9,57,8.8,Undergraduate,Yes,50,Fail
1.4,52,6.4,Undergraduate,Yes,57,Fail
5.8,99,5.5,Undergraduate,No,43,Pass
8.8,71,9.1,Undergraduate,No,97,Pass
5.6,63,7.7,High School,Yes,40,Fail
1.0,81,7.3,Undergraduate,Yes,62,Fail
2.2,88,9.1,Diploma,No,36,Fail
9.4,69,6.0,Undergraduate,Yes,48,Pass
2.1,80,9.4,Diploma,Yes,70,Fail
0.9,88,7.7,Undergraduate,No,79,Fail
4.3,51,5.7,High School,No,70,Fail
8.1,89,8.2,Postgraduate,Yes,61,Pass
1.2,86,8.0,Diploma,No,79,Fail
7.6,88,8.0,Diploma,No,86,Pass
8.3,74,7.2,Diploma,No,52,Pass
9.9,99,8.3,Undergraduate,Yes,58,Pass
7.0,90,5.9,Diploma,Yes,46,Pass
3.9,93,6.5,Postgraduate,Yes,100,Pass
5.0,69,8.9,Undergraduate,Yes,94,Pass
6.8,88,7.6,Diploma,Yes,54,Pass
7.5,99,7.3,Undergraduate,Yes,42,Pass
3.3,51,6.6,High School,No,57,Fail
5.8,72,8.3,Undergraduate,Yes,37,Fail
5.6,75,8.3,Undergraduate,Yes,91,Pass
0.7,57,7.8,Undergraduate,No,48,Fail
9.9,93,5.6,Diploma,No,41,Pass
1.0,81,8.5,Undergraduate,Yes,42,Fail
6.8,89,6.3,Undergraduate,Yes,98,Pass
2.4,52,6.7,Undergraduate,Yes,72,Fail
2.8,91,5.7,Diploma,Yes,62,Pass
4.2,67,9.1,Undergraduate,No,37,Fail
7.4,95,8.3,Diploma,No,35,Pass
1.7,66,8.1,Postgraduate,Yes,91,Pass
3.6,55,5.7,Undergraduate,No,53,Fail
5.5,78,4.5,Diploma,No,65,Pass
4.5,60,7.3,Undergraduate,Yes,75,Pass
5.0,69,6.9,Undergraduate,Yes,84,Pass
6.0,91,8.3,Postgraduate,Yes,73,Pass
1.4,55,6.6,Undergraduate,Yes,98,Fail
9.7,85,7.1,Postgraduate,No,35,Pass
1.6,76,6.5,Undergraduate,No,83,Fail
6.8,88,4.9,Postgraduate,No,71,Pass
3.6,77,5.8,Undergraduate,Yes,68,Pass
9.0,86,5.1,Postgraduate,Yes,82,Pass
3.5,97,9.2,Undergraduate,Yes,89,Pass
9.3,95,9.2,Undergraduate,Yes,97,Pass
1.8,58,5.7,PhD,Yes,97,Fail
9.7,57,6.9,Undergraduate,No,36,Pass
5.8,61,6.8,Diploma,No,48,Fail
6.6,90,8.7,PhD,No,69,Pass
8.3,66,6.9,Postgraduate,No,38,Pass
1.8,88,9.2,Postgraduate,Yes,58,Fail
1.7,75,9.2,Diploma,No,51,Fail
4.9,73,6.5,PhD,No,94,Pass
8.4,75,9.0,Postgraduate,No,45,Pass
9.3,77,7.5,Undergraduate,No,62,Pass
5.0,58,4.8,Undergraduate,No,50,Fail
6.0,90,4.9,Postgraduate,No,92,Pass
1.3,66,4.8,Postgraduate,No,96,Fail
2.5,71,4.8,Postgraduate,No,94,Fail
8.3,71,5.2,Undergraduate,No,83,Pass
8.6,84,7.8,High School,No,62,Pass
4.3,73,4.8,Undergraduate,Yes,79,Pass
4.9,93,5.5,Undergraduate,No,61,Pass
5.2,52,6.4,Undergraduate,No,65,Fail
5.9,92,6.2,Postgraduate,Yes,36,Pass
4.5,73,8.7,Postgraduate,No,91,Pass
5.6,97,7.6,Undergraduate,No,56,Pass
6.5,83,8.9,Diploma,Yes,85,Pass
6.5,64,6.4,Postgraduate,No,67,Pass
1.0,83,8.0,Diploma,No,38,Fail
0.6,66,7.9,Postgraduate,Yes,40,Fail
1.7,71,6.6,Postgraduate,Yes,81,Fail
2.7,80,6.7,Undergraduate,No,87,Pass
9.9,97,6.0,Diploma,No,81,Pass
9.5,84,4.8,High School,Yes,58,Pass
6.8,51,6.2,High School,Yes,74,Pass
4.9,79,8.1,Undergraduate,No,90,Pass
9.2,52,9.1,Undergraduate,No,78,Pass
7.7,66,5.5,PhD,Yes,56,Pass
3.4,56,5.0,Diploma,No,68,Fail
3.8,68,7.7,Diploma,Yes,67,Fail
5.9,99,7.8,Undergraduate,No,50,Pass
8.6,60,8.5,Undergraduate,Yes,99,Pass
8.7,56,7.6,Diploma,No,63,Pass
9.1,86,9.3,PhD,No,40,Pass
8.3,79,4.7,Undergraduate,Yes,67,Pass
5.5,61,8.1,PhD,No,47,Fail
3.9,100,8.1,Postgraduate,Yes,97,Pass
1.8,99,9.5,Diploma,Yes,91,Pass
2.5,82,7.8,Diploma,Yes,47,Fail
3.5,81,7.6,Undergraduate,No,62,Fail
3.8,54,4.8,High School,No,35,Fail
1.4,73,8.2,Diploma,Yes,63,Fail
4.6,99,9.2,Undergraduate,Yes,66,Pass
4.9,51,8.5,Diploma,Yes,55,Fail
8.6,78,6.5,Undergraduate,No,72,Pass
4.1,69,9.0,High School,No,41,Fail
1.1,79,7.8,Postgraduate,Yes,74,Fail
2.6,57,5.5,Undergraduate,No,47,Fail
4.4,60,7.5,Diploma,No,87,Pass
3.6,55,6.2,High School,Yes,99,Pass
9.0,73,8.2,Undergraduate,No,99,Pass
2.1,86,6.4,Undergraduate,Yes,56,Fail
8.2,77,7.4,Postgraduate,No,36,Pass
9.0,96,6.8,Undergraduate,No,94,Pass
9.9,51,9.5,High School,Yes,79,Pass
8.7,80,7.7,High School,No,79,Pass
9.2,51,9.4,High School,Yes,53,Pass
5.4,89,7.4,Undergraduate,No,70,Pass
7.9,68,4.5,Diploma,Yes,89,Pass
2.5,75,9.5,Postgraduate,Yes,96,Pass
1.1,81,5.8,Postgraduate,No,99,Pass
9.2,57,5.0,Undergraduate,No,80,Pass
4.2,82,6.9,High School,Yes,99,Pass
1.3,62,6.3,Undergraduate,Yes,90,Fail
5.1,93,6.3,Undergraduate,Yes,39,Pass
3.6,97,4.5,Undergraduate,No,79,Pass
8.7,85,7.1,Undergraduate,No,96,Pass
0.9,69,7.2,Postgraduate,Yes,55,Fail
9.0,87,7.0,Undergraduate,Yes,99,Pass
1.7,70,7.6,High School,Yes,79,Fail
7.9,93,8.2,Undergraduate,No,57,Pass
2.6,67,8.5,Diploma,No,41,Fail
10.0,57,6.8,Postgraduate,No,69,Pass
6.1,64,9.3,Undergraduate,No,70,Pass
5.2,69,8.7,Undergraduate,No,94,Pass
3.9,84,7.8,Postgraduate,Yes,92,Pass
1.7,88,6.7,High School,No,89,Pass
6.1,92,7.8,High School,No,35,Pass
5.7,74,9.0,Undergraduate,No,66,Pass
4.9,63,6.8,Undergraduate,Yes,46,Fail
6.6,78,9.1,Diploma,No,60,Pass
1.1,57,4.6,Diploma,Yes,81,Fail
5.6,85,6.7,PhD,No,90,Pass
4.6,82,5.5,Undergraduate,No,76,Pass
3.2,67,7.5,High School,Yes,57,Fail
1.7,54,5.9,Postgraduate,No,65,Fail
9.2,51,7.2,Undergraduate,Yes,66,Pass
4.9,62,7.0,High School,Yes,91,Pass
3.3,98,8.8,Diploma,Yes,82,Pass
9.1,71,5.3,Postgraduate,No,93,Pass
8.8,95,8.6,Undergraduate,No,51,Pass
2.0,95,6.1,Undergraduate,Yes,99,Pass
9.7,92,6.9,Undergraduate,No,45,Pass
8.3,81,8.5,Postgraduate,Yes,98,Pass
8.3,67,7.4,Undergraduate,Yes,80,Pass
6.1,87,5.4,PhD,Yes,59,Pass
7.8,74,9.1,Undergraduate,Yes,45,Pass
0.7,60,9.1,Undergraduate,No,79,Fail
5.0,97,5.7,Undergraduate,Yes,65,Pass
9.1,51,9.4,Undergraduate,Yes,62,Pass
5.0,72,8.7,Postgraduate,No,70,Pass
7.1,61,9.1,Undergraduate,No,94,Pass
5.9,63,5.9,Undergraduate,No,74,Pass
9.9,96,6.3,PhD,Yes,86,Pass
5.5,88,8.7,Undergraduate,No,47,Pass
8.7,79,7.9,Postgraduate,No,74,Pass
5.2,98,6.3,PhD,No,44,Pass
2.6,59,9.0,Diploma,Yes,94,Fail
1.3,59,7.0,Undergraduate,Yes,74,Fail
9.0,52,6.4,High School,Yes,59,Pass
4.1,68,9.4,Undergraduate,Yes,68,Pass
9.3,76,5.0,Postgraduate,Yes,78,Pass
6.7,96,8.8,Undergraduate,Yes,91,Pass
7.4,98,4.5,Postgraduate,No,43,Pass
4.4,99,5.4,PhD,No,80,Pass
4.8,76,4.5,Undergraduate,No,56,Fail
3.2,93,8.6,High School,No,40,Fail
9.3,99,7.7,Undergraduate,No,96,Pass
7.9,82,7.4,Undergraduate,No,98,Pass
2.0,53,7.7,Diploma,Yes,53,Fail
1.4,90,6.3,Postgraduate,Yes,92,Pass
3.8,75,6.2,Undergraduate,Yes,100,Pass
4.0,50,6.2,Postgraduate,Yes,54,Fail
0.7,82,6.0,High School,No,53,Fail
3.8,99,9.0,High School,No,35,Fail
3.6,66,8.7,Postgraduate,No,79,Pass
3.4,91,6.7,Postgraduate,Yes,67,Pass
1.9,54,5.8,High School,Yes,57,Fail
3.3,57,5.2,Diploma,No,77,Fail
4.4,65,6.0,Undergraduate,No,68,Fail
7.6,93,6.8,Undergraduate,No,59,Pass
0.6,71,5.4,Postgraduate,No,75,Fail
8.0,88,5.0,Undergraduate,No,48,Pass
1.9,82,7.2,High School,Yes,69,Fail
10.0,68,4.7,Diploma,No,89,Pass
2.9,64,6.8,Undergraduate,Yes,47,Fail
6.7,97,7.7,High School,No,71,Pass
8.3,98,4.6,Undergraduate,No,83,Pass
5.8,91,9.4,Diploma,Yes,55,Pass
0.5,59,8.5,Postgraduate,No,62,Fail
8.2,80,5.7,Undergraduate,Yes,67,Pass
3.8,68,8.9,Undergraduate,No,54,Fail
8.3,67,8.8,Diploma,No,81,Pass
9.8,71,8.3,High School,Yes,79,Pass
6.5,56,5.0,Undergraduate,Yes,41,Fail
5.5,77,7.8,Postgraduate,Yes,36,Pass
1.4,77,7.6,PhD,No,65,Fail
2.0,58,5.5,Diploma,Yes,78,Fail
1.1,72,6.9,Undergraduate,Yes,59,Fail
2.3,69,7.6,PhD,Yes,59,Fail
0.6,89,5.7,Diploma,No,85,Fail
4.8,89,8.8,Postgraduate,Yes,67,Pass
4.4,87,8.8,High School,Yes,44,Fail
10.0,83,8.1,High School,Yes,73,Pass
9.5,75,8.2,Postgraduate,Yes,68,Pass
7.2,65,6.0,Undergraduate,Yes,67,Pass
2.6,53,5.2,Undergraduate,No,80,Fail
2.3,73,6.3,Undergraduate,Yes,86,Pass
2.8,95,6.4,Postgraduate,Yes,49,Pass
2.0,60,7.0,Undergraduate,Yes,48,Fail
9.8,79,7.8,High School,Yes,99,Pass
9.1,60,8.9,Undergraduate,Yes,79,Pass
3.1,90,8.6,High School,Yes,66,Pass
3.3,66,9.1,High School,No,79,Fail
1.5,79,6.6,Undergraduate,No,41,Fail
0.5,73,6.1,Undergraduate,Yes,91,Fail
4.3,69,4.6,PhD,Yes,85,Pass
3.8,54,6.5,High School,Yes,40,Fail
5.7,79,8.6,High School,Yes,83,Pass
6.6,63,8.4,Postgraduate,No,75,Pass
6.1,74,4.5,Undergraduate,No,50,Fail
8.8,99,5.6,PhD,No,78,Pass
7.8,52,6.5,PhD,No,74,Pass
3.5,53,4.9,PhD,Yes,55,Fail
6.6,91,7.4,Diploma,Yes,65,Pass
5.2,80,5.2,Undergraduate,Yes,45,Fail
4.8,81,9.2,Undergraduate,Yes,56,Pass
4.1,55,6.5,Undergraduate,No,63,Fail
6.4,60,9.4,PhD,No,43,Fail
7.4,85,8.9,Undergraduate,No,70,Pass
4.8,53,7.0,Postgraduate,No,38,Fail
6.4,81,4.7,Postgraduate,No,91,Pass
1.7,68,8.6,High School,Yes,53,Fail
9.2,90,8.1,Diploma,Yes,37,Pass
3.4,90,6.5,Diploma,Yes,75,Pass
6.6,60,6.5,Postgraduate,No,65,Pass
6.3,96,5.1,Undergraduate,No,89,Pass
3.8,72,7.5,Undergraduate,No,70,Fail
3.8,51,8.2,Postgraduate,Yes,42,Fail
3.8,71,6.9,High School,Yes,39,Fail
3.4,89,5.1,Undergraduate,Yes,89,Pass
4.7,83,9.4,Postgraduate,No,84,Pass
5.4,64,9.4,Undergraduate,No,78,Pass
6.9,91,4.9,Postgraduate,No,87,Pass
6.9,89,4.6,Postgraduate,Yes,90,Pass
1.6,91,6.2,Undergraduate,No,89,Pass
1.9,83,9.4,Undergraduate,No,63,Fail
6.1,78,7.7,Undergraduate,No,76,Pass
1.9,99,8.6,Undergraduate,No,96,Pass
5.5,78,5.2,Undergraduate,Yes,40,Fail
7.8,54,9.3,Undergraduate,No,92,Pass
9.9,78,8.8,Undergraduate,No,45,Pass
5.7,60,8.8,High School,Yes,99,Pass
9.3,62,9.4,Undergraduate,No,49,Pass
1.9,99,7.1,Diploma,Yes,91,Pass
2.7,54,4.9,Diploma,Yes,54,Fail
4.3,71,7.1,Postgraduate,Yes,57,Pass
5.8,99,4.8,Postgraduate,Yes,74,Pass
8.1,64,8.6,Undergraduate,No,71,Pass
2.9,75,5.5,High School,No,58,Fail
3.6,50,8.8,Diploma,Yes,94,Pass
5.7,90,5.8,Diploma,No,60,Pass
4.5,65,6.2,Undergraduate,No,94,Pass
7.6,55,8.9,PhD,Yes,100,Pass
6.7,98,9.5,High School,Yes,45,Pass
5.3,69,7.6,Postgraduate,Yes,97,Pass
3.9,65,6.7,PhD,Yes,45,Fail
7.8,83,9.1,High School,Yes,42,Pass
8.3,94,7.2,Undergraduate,No,82,Pass
6.2,74,9.0,Undergraduate,No,72,Pass
4.6,99,7.1,Undergraduate,Yes,72,Pass
4.4,90,8.7,High School,Yes,48,Pass
2.3,90,6.8,High School,Yes,66,Fail
2.8,54,9.1,High School,No,66,Fail
2.6,63,5.0,High School,No,74,Fail
1.6,81,4.9,High School,No,59,Fail
9.9,72,5.3,Postgraduate,Yes,75,Pass
2.5,97,9.4,Undergraduate,Yes,95,Pass
2.3,71,9.1,Postgraduate,Yes,92,Pass
3.7,57,9.3,Undergraduate,Yes,70,Fail
1.9,97,7.7,Undergraduate,Yes,92,Pass
5.4,68,5.9,High School,No,97,Pass
7.5,88,4.6,PhD,Yes,62,Pass
5.0,67,7.7,High School,No,49,Fail
2.3,89,9.4,High School,No,54,Fail
5.0,67,5.3,Undergraduate,Yes,51,Fail
1.6,84,9.0,Postgraduate,No,39,Fail
8.1,90,4.6,Diploma,Yes,72,Pass
5.9,94,9.5,Undergraduate,Yes,38,Pass
8.7,56,5.2,Postgraduate,Yes,93,Pass
7.0,60,7.5,Undergraduate,No,74,Pass
8.1,66,9.4,Diploma,Yes,97,Pass
3.2,70,7.1,Diploma,Yes,76,Pass
5.0,75,5.4,Undergraduate,No,64,Fail
9.9,79,7.0,Undergraduate,Yes,93,Pass
3.9,69,6.2,Postgraduate,Yes,91,Pass
7.9,97,9.4,Postgraduate,No,67,Pass
6.3,79,6.3,Diploma,No,79,Pass
5.0,80,5.2,Undergraduate,No,65,Pass
5.0,75,7.8,Postgraduate,No,40,Fail
7.0,71,7.5,High School,Yes,79,Pass
6.4,74,7.7,Diploma,No,100,Pass
2.7,96,7.1,Undergraduate,No,79,Pass
7.9,85,8.9,Postgraduate,No,63,Pass
2.2,52,7.5,Diploma,Yes,80,Fail
4.9,90,8.9,Undergraduate,No,69,Pass
0.7,75,9.2,Postgraduate,No,82,Fail
5.0,60,6.5,Diploma,Yes,88,Pass
8.9,86,6.9,High School,Yes,70,Pass
9.4,76,5.2,Diploma,No,60,Pass
7.0,96,7.8,PhD,No,41,Pass
6.1,52,8.1,High School,Yes,99,Pass
8.4,73,5.5,Postgraduate,No,75,Pass
3.8,54,5.5,Undergraduate,Yes,71,Fail
2.0,77,8.2,Undergraduate,No,94,Pass
1.8,91,7.7,PhD,No,38,Fail
2.5,56,5.1,Diploma,Yes,95,Fail
0.6,86,6.7,High School,Yes,89,Fail
8.6,53,8.8,Undergraduate,No,83,Pass
4.1,73,4.5,Undergraduate,No,50,Fail
8.1,66,7.4,Undergraduate,No,47,Pass
9.5,91,6.2,Undergraduate,No,43,Pass
1.8,94,5.9,High School,No,48,Fail
6.4,83,6.3,PhD,Yes,77,Pass
2.9,50,6.4,Undergraduate,Yes,72,Fail
1.7,63,6.3,High School,No,69,Fail
5.4,50,8.3,Diploma,No,70,Fail
7.8,52,8.3,Undergraduate,No,59,Pass
3.5,69,7.1,High School,No,51,Fail
4.7,56,4.8,Undergraduate,Yes,39,Fail
3.7,95,6.7,Undergraduate,Yes,40,Pass
2.7,100,8.9,High School,No,67,Pass
9.1,67,9.4,Postgraduate,No,41,Pass
4.4,60,8.7,PhD,Yes,39,Fail
9.5,89,6.6,Undergraduate,No,98,Pass
6.1,67,6.0,PhD,Yes,73,Pass
6.4,87,7.6,Postgraduate,Yes,39,Pass
4.0,71,9.3,Undergraduate,Yes,40,Fail
9.8,53,5.5,Undergraduate,Yes,91,Pass
7.9,87,5.8,Undergraduate,No,52,Pass
8.4,90,8.2,PhD,No,79,Pass
1.1,97,9.3,Diploma,Yes,43,Fail
5.9,52,8.6,Postgraduate,No,67,Pass
1.5,53,7.0,Undergraduate,Yes,45,Fail
0.6,55,5.5,Undergraduate,No,72,Fail
3.5,92,7.9,Undergraduate,No,70,Pass
6.9,81,9.4,Diploma,Yes,92,Pass
9.4,71,6.9,Undergraduate,Yes,91,Pass
1.9,61,5.4,Undergraduate,No,63,Fail
7.3,97,8.6,Postgraduate,Yes,97,Pass
5.0,64,5.9,Diploma,No,74,Pass
5.3,68,6.8,PhD,No,46,Fail
2.1,87,8.1,Diploma,Yes,90,Pass
7.0,60,4.7,PhD,No,53,Fail
2.3,61,5.1,Postgraduate,No,51,Fail
6.3,80,4.6,Undergraduate,Yes,95,Pass
8.5,98,5.6,High School,No,52,Pass
5.6,72,5.1,Undergraduate,Yes,57,Fail
8.8,75,5.7,Diploma,Yes,39,Pass
4.1,86,5.1,Undergraduate,Yes,39,Fail
1.5,90,6.3,Diploma,No,73,Fail
1.5,67,6.2,Undergraduate,No,100,Fail
3.2,70,5.8,Postgraduate,No,40,Fail
1.2,92,9.4,Undergraduate,Yes,45,Fail
4.3,68,4.7,Undergraduate,No,43,Fail
7.1,86,6.8,Diploma,Yes,53,Pass
9.5,63,5.8,Postgraduate,No,99,Pass
7.5,62,9.0,Undergraduate,No,99,Pass
4.7,78,5.3,Postgraduate,Yes,38,Fail
4.4,82,6.0,Undergraduate,No,68,Pass
6.3,81,6.9,Postgraduate,No,48,Pass
7.3,58,5.4,High School,No,51,Fail
7.2,86,9.1,Diploma,No,84,Pass
0.8,60,5.6,PhD,No,42,Fail
3.2,92,8.1,Undergraduate,Yes,89,Pass
8.8,89,6.2,High School,Yes,74,Pass
6.3,53,8.6,High School,No,65,Fail
1.2,52,6.2,PhD,Yes,53,Fail
5.7,54,8.8,Undergraduate,Yes,52,Fail
8.2,52,9.0,Postgraduate,No,44,Pass
9.9,98,9.0,Postgraduate,No,39,Pass
1.3,89,7.7,High School,No,50,Fail
1.9,56,6.0,Diploma,Yes,67,Fail
4.1,52,5.7,Postgraduate,Yes,70,Fail
2.3,58,6.6,Undergraduate,No,62,Fail
3.6,92,7.4,Postgraduate,Yes,87,Pass
7.1,83,8.6,Undergraduate,No,64,Pass
7.9,55,7.2,Undergraduate,No,48,Pass
5.0,84,5.6,Postgraduate,Yes,48,Pass
5.1,96,7.9,Postgraduate,No,90,Pass
3.9,78,4.8,Diploma,No,84,Pass
1.7,100,6.4,Undergraduate,No,49,Fail
5.3,58,6.2,Diploma,Yes,73,Pass
4.9,88,6.1,Undergraduate,No,82,Pass
6.6,85,7.4,Undergraduate,Yes,70,Pass
5.9,90,9.2,Diploma,No,60,Pass
3.2,85,5.2,Postgraduate,Yes,50,Fail
8.7,87,7.3,High School,No,100,Pass
2.1,94,6.4,Undergraduate,Yes,88,Pass
8.8,69,5.3,Undergraduate,Yes,90,Pass
3.8,75,7.6,Diploma,Yes,86,Pass
1.9,97,8.1,High School,No,45,Fail
9.0,93,8.4,Undergraduate,No,64,Pass
7.1,86,4.9,Postgraduate,Yes,97,Pass
3.0,59,7.5,High School,Yes,98,Pass
2.6,95,7.9,High School,Yes,55,Fail
6.4,99,7.0,High School,Yes,58,Pass
6.8,87,5.6,Diploma,Yes,47,Pass
5.6,71,7.6,Postgraduate,Yes,38,Fail
1.4,86,7.1,Undergraduate,Yes,38,Fail
1.5,78,7.2,Diploma,Yes,45,Fail
3.5,86,6.4,High School,No,62,Fail
5.3,94,4.5,Diploma,No,92,Pass
4.7,62,8.0,Undergraduate,Yes,77,Pass
7.2,61,6.9,High School,No,38,Fail
8.2,96,8.9,High School,Yes,74,Pass
9.5,72,8.8,Undergraduate,Yes,36,Pass
0.7,74,8.2,PhD,Yes,43,Fail
0.8,65,8.9,Diploma,Yes,58,Fail
0.5,89,8.6,Diploma,No,41,Fail
1.9,62,7.9,Diploma,No,47,Fail
4.2,60,6.6,Undergraduate,Yes,95,Pass
1.5,62,4.9,High School,No,56,Fail
3.0,83,6.5,Postgraduate,No,39,Fail
6.1,87,9.0,Diploma,No,36,Pass
4.7,99,8.4,Diploma,Yes,35,Pass
5.7,81,7.9,Postgraduate,No,69,Pass
3.1,99,8.3,High School,Yes,73,Pass
8.2,69,9.0,Undergraduate,Yes,65,Pass
4.5,76,8.4,High School,No,97,Pass
2.7,61,4.9,PhD,No,100,Fail
3.6,73,6.4,Undergraduate,Yes,37,Fail
3.0,81,7.4,Undergraduate,Yes,44,Fail
8.4,55,4.5,Undergraduate,No,82,Pass
9.8,54,7.3,Diploma,Yes,89,Pass
2.2,80,4.5,Postgraduate,No,63,Fail
2.9,100,5.9,Diploma,No,90,Pass
4.7,94,5.0,PhD,No,77,Pass
6.7,98,6.6,High School,No,44,Pass
7.6,98,6.4,Diploma,No,93,Pass
8.0,60,5.7,High School,No,91,Pass
0.7,99,5.8,Diploma,No,96,Pass
5.3,73,7.9,Postgraduate,No,51,Pass
4.4,58,5.7,PhD,No,61,Fail
8.0,81,7.1,Postgraduate,Yes,80,Pass
9.3,58,4.9,Undergraduate,Yes,89,Pass
7.5,80,5.3,Postgraduate,No,61,Pass
6.3,50,9.4,Undergraduate,Yes,93,Pass
6.7,78,8.7,Diploma,Yes,41,Pass
1.8,74,6.5,PhD,No,69,Fail
9.7,91,5.7,Undergraduate,Yes,87,Pass
6.3,54,6.6,High School,Yes,49,Fail
1.4,87,5.5,Postgraduate,Yes,41,Fail
5.4,71,7.4,Diploma,Yes,92,Pass
2.6,53,4.8,Undergraduate,Yes,75,Fail
3.4,58,6.5,High School,No,70,Fail
4.9,95,5.0,Undergraduate,No,59,Pass
3.2,88,6.5,Undergraduate,Yes,63,Pass
7.9,88,8.0,Diploma,No,53,Pass
1.2,69,5.1,Postgraduate,Yes,80,Fail
8.8,51,9.0,Postgraduate,No,81,Pass
7.4,69,8.3,Postgraduate,No,98,Pass
1.1,56,9.1,Diploma,Yes,62,Fail
5.4,97,8.6,Undergraduate,Yes,70,Pass
1.3,99,5.8,High School,No,45,Fail
3.3,66,6.4,High School,Yes,88,Pass
3.8,96,8.2,High School,Yes,61,Pass
2.5,72,9.0,Undergraduate,No,94,Pass
9.4,69,8.9,Postgraduate,Yes,75,Pass
2.9,87,6.9,Postgraduate,Yes,45,Fail
9.6,56,7.8,Postgraduate,Yes,80,Pass
8.6,86,6.2,Undergraduate,No,39,Pass
7.9,100,5.5,Undergraduate,No,79,Pass
7.3,94,6.5,High School,Yes,96,Pass
4.0,71,5.9,Undergraduate,No,59,Fail
0.9,77,5.5,Diploma,No,92,Fail
3.7,97,5.6,Diploma,No,61,Pass
3.6,53,5.0,Undergraduate,No,76,Fail
9.5,87,9.1,Diploma,Yes,94,Pass
9.4,65,4.9,Undergraduate,No,80,Pass
9.1,94,6.0,Postgraduate,Yes,48,Pass
5.2,84,8.7,Diploma,Yes,38,Pass
3.6,70,7.2,Undergraduate,Yes,99,Pass
3.7,97,9.0,Diploma,Yes,35,Fail
2.6,56,7.5,Undergraduate,No,41,Fail
7.6,66,6.2,High School,No,93,Pass
5.1,70,7.4,Diploma,No,83,Pass
3.6,59,9.3,PhD,Yes,67,Fail
8.2,94,6.3,Undergraduate,Yes,69,Pass
8.2,56,4.9,Undergraduate,Yes,78,Pass
4.0,73,4.5,Undergraduate,Yes,100,Pass
7.3,89,4.9,Undergraduate,Yes,56,Pass
5.2,54,4.8,PhD,No,78,Fail
5.6,69,5.7,PhD,Yes,65,Pass
9.7,60,7.1,Undergraduate,Yes,50,Pass
2.9,88,7.4,Undergraduate,Yes,44,Fail
9.9,88,8.0,Postgraduate,No,43,Pass
4.0,77,7.4,Postgraduate,No,75,Pass
6.2,56,8.8,High School,Yes,79,Pass
2.7,100,5.5,Diploma,Yes,64,Pass
6.3,54,5.4,Undergraduate,No,96,Pass
5.2,68,6.4,High School,Yes,100,Pass
8.9,85,4.7,Undergraduate,Yes,55,Pass
1.9,56,9.5,Undergraduate,No,41,Fail
2.1,81,5.1,High School,Yes,35,Fail
8.4,77,9.4,Postgraduate,No,88,Pass
8.8,97,7.2,Undergraduate,No,38,Pass
5.1,89,5.0,Undergraduate,Yes,50,Pass
6.8,68,6.8,Undergraduate,Yes,59,Pass
1.0,58,7.2,Undergraduate,Yes,35,Fail
1.9,58,5.9,Postgraduate,No,66,Fail
8.3,92,6.8,High School,No,48,Pass
4.2,88,5.3,Undergraduate,No,72,Pass
2.5,65,8.6,Undergraduate,No,70,Fail
7.8,91,6.7,Undergraduate,Yes,54,Pass
5.2,54,7.9,Diploma,Yes,36,Fail
2.4,100,5.1,High School,No,77,Fail
8.0,96,8.0,Undergraduate,Yes,66,Pass
7.7,59,4.9,Undergraduate,Yes,55,Pass
6.3,71,4.5,High School,No,44,Fail
3.8,52,9.2,PhD,No,59,Fail
1.3,52,7.0,Diploma,Yes,46,Fail
7.1,100,7.0,Diploma,Yes,70,Pass
2.2,88,6.1,Undergraduate,No,44,Fail
9.2,58,6.8,Postgraduate,No,73,Pass
9.9,60,6.7,Postgraduate,No,80,Pass
7.5,68,8.6,Undergraduate,No,63,Pass
8.5,69,6.5,PhD,No,39,Pass
8.9,63,7.2,Undergraduate,Yes,87,Pass
4.9,59,5.8,Undergraduate,Yes,49,Fail
3.8,54,5.7,High School,Yes,88,Fail
2.8,51,6.7,PhD,Yes,52,Fail
0.8,84,8.5,High School,Yes,79,Fail
8.8,58,8.0,PhD,No,77,Pass
3.1,84,8.6,Undergraduate,No,55,Fail
7.2,73,7.4,Postgraduate,Yes,84,Pass
6.5,70,6.6,Postgraduate,No,96,Pass
7.4,100,8.7,Undergraduate,No,92,Pass
6.5,84,5.7,Postgraduate,No,86,Pass
6.6,78,7.5,High School,No,86,Pass
3.8,59,7.3,Undergraduate,No,35,Fail
2.6,50,5.8,Undergraduate,Yes,74,Fail
8.7,82,7.2,High School,No,100,Pass
